"id","catalog_no","title","author_name","published_year","pages","language","status","source","category1","category2"
"1582","RD0033","රඝුවංශ මහා කාව්‍යය",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1583","RD0034","විස්තරාර්ථ සහිත සාරස්වත ප්‍රක්‍රියා ව්‍යාඛ්‍යානය",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1584","RD0035","විස්තරාර්ථ සහිත සාරස්වතාඛ්‍යාත ව්‍යාඛ්‍යානය",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1585","RD0036","ශික්ෂා සංග්‍රහව සහ ශික්ෂා සංග්‍රහාර්ථ ව්‍යාඛ්‍යානය",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1586","RD0037","ශිශුපාලවධ මහා කාව්‍යය",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1587","RD0038","සංස්කෘත භාෂාවතරණය",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1588","RD0039","සංස්කෘත වරනැගිල්ල",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1589","RD0040","සංස්කෘත ශබ්දමාලාව",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1590","RD0041","සකුන්තලා; අභිඥාන ශාකුන්තල","කාලිදාස/ මාවුස්සාගොල්ලේ සිරිසුමන","1954-01-01",68,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1591","RD0042","සන්න සහිත කාව්‍යාදර්‍ශය",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1592","RD0043","සන්න සහිත ව්‍යාසකාරය",NULL,NULL,NULL,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","සංස්කෘත භාෂාව හා සාහිත්‍ය"
"1593","RB0001","සම්පිණ්ඩිතමහානිදානය","කොල්ලුපිටියේ මහින්දසංඝ රක්ඛිත හිමි","2006-01-01",422,"Sinhala","Full","Path Nirwana","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1594","RB0002","ගෞතම කේන්ද්‍රය","බලන්ගොඩ ජයසේකර",NULL,15,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1595","RB0003","ජිනරාජ වංශය - බුද්ධ චරිතය","ඩී පි එච් අභයරත්න","1930-01-01",196,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1596","RB0004","ශාඛ්‍යමුණීන්ද්‍රාවදානය බුද්ධ චරිතය","බළන්ගොඩ ආනන්ද මෛත්‍රිය හිමි",NULL,438,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1597","RB0005","ජිනචරිතය - සන්න සහිත","වලානේ ධම්මානන්ද හිමි","1886-01-01",103,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1598","RB0006","සන්න සහිත ජිනචරිතය","වලානේ ශ්‍රී සිද්ධාර්ථ ධම්මානන්ද හිමි","1886-01-01",106,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1633","RL0017","විබත් මල් දම",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1599","RB0006","සන්න සහිත ජිනචරිතය","වලානේ ශ්‍රී සිද්ධාර්ථ ධම්මානන්ද හිමි","1930-01-01",112,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1600","RB0007","අනාගත වංශය මෙතේ බුදුසිරිත","විල්ගම්මුල සංඝරාජ හිමි",NULL,196,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1601","RB0008","මහා ධම්මපාල ජාතකය",NULL,NULL,10,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1602","RB0009","පන්සිය පණස් ජාතක පොත","වේරගොඩ අමරමෝලි හිමි","1961-01-01",1000,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1603","RB0010","අභිසම්බෝධි අලංකාරය සන්න සහිත",NULL,"1897-01-01",40,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1604","RB0011","උම්මග්ග ජාතකය පුරාණ පිටපත","විලියම් පෙරේරා / ගුණරතන හිමි","1875-01-01",164,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1605","RB0012","ලක්ඛණ සතකං","සුරියගොඩ සුමංගල හිමි","1898-01-01",22,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1606","RB0013","ජිනාලංකාර වර්ණනාව","භදන්ත බුද්ධරක්ඛිත හිමි","1913-01-01",304,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1607","RB0014","ජිනාලංකාරය","භදන්ත බුද්ධරක්ඛිත හිමි","1900-01-01",108,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1608","RB0015","ශ්‍රී සද්ධර්මාවවාද සංග්‍රහය","තිබ්බටුවාවේ ශ්‍රී බුද්ධරක්ඛිත හිමි","1956-01-01",610,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1609","RB0016","ශ්‍රී සද්ධර්මාවවාද සංග්‍රහය","තිබ්බටුවාවේ ශ්‍රී බුද්ධරක්ඛිත හිමි","1901-01-01",602,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1610","RB0017","පන්සිය පණස් ජාතක පොත Part 01","එෆ් මුණසිංහ","1928-01-01",118,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1611","RB0017","පන්සිය පණස් ජාතක පොත Part 02","එෆ් මුණසිංහ","1929-01-01",922,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1612","RB0018","බුද්ධගුණ ගාථාවලී",NULL,NULL,85,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1613","RB0019","බුද්ධවංශ දෙසනාව හා පරංජස දීපනිය",NULL,"1899-01-01",74,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1614","RB0020","ශාක්‍යසිංහාවදානය හෙවත් බුද්ධ චරිතය","බළන්ගොඩ ආනන්ද මෛත්‍රිය හිමි","1957-01-01",312,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1615","RB0021","ජිනවංශ දීපං","මොරටුවේ මේධානන්ද හිමි","1917-01-01",800,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1616","RB0022","ඉති කුමාරිගේ කතාව",NULL,NULL,20,"Sinhala","Full","Paramaththa","ඉපැරණි ග්‍රන්ථ","බුද්ධ චරිත"
"1617","RL0001","සිංහල ව්‍යාකරණය","කාටර්","1862-01-01",40,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1618","RL0002","සිංහල ව්‍යාකරණය; සිදත් සඟරාව","ශ්‍රී සුමංගල හිමි","1884-01-01",190,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1619","RL0003","සිදත් සඟරාව","අමරසිංහ","1892-01-01",108,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1620","RL0004","සිදත් සඟරාවේ පුරාතන සන්නය","දොන් අන්ද්රිස් සිල්වා බටුවන්තුඩාවේ පඬිතුමා","1877-01-01",115,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1621","RL0005","සිදත් සඟරාවේ ලියන සන්නය","ජෝන් පෙරේරා","1876-01-01",48,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1622","RL0006","සිංහලයේ වචන වෙන් කිරීම",NULL,"1991-01-01",22,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1623","RL0007","විබත් මල් දම",NULL,"1883-01-01",27,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1624","RL0008","සිංහල ව්‍යාකරණය පද නිතිය","වේරගම පුංචිබණ්ඩාර","1890-01-01",94,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1625","RL0009","ඉබේ සකුව",NULL,"1963-01-01",90,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1626","RL0010","සිංහල ග්‍රන්තාර්ණවය",NULL,NULL,279,"Sinhala","Full","National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1627","RL0011","ශබ්දානුසාසනය",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1628","RL0012","සිදත් සඟරා භාව සන්නය",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1629","RL0013","සිදත් සඟරා භාව සන්නය",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1630","RL0014","සිදත් සඟරා",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1631","RL0015","සිදත් සඟරා සන්නය 1",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1634","RL0018","නිරුක්ති බින්දු",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1635","RL0019","ලකුණු සර 1883",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1636","RL0020","සිදත් සඟරාව sannaya ha gatapadaya",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1637","RL0021","සිද්ධාන්ත පරික්ෂනය",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1638","RL0022","සිංහල ධාතු රත්නාවලී",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1639","RL0023","සියබස්ලකර",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
"1640","RL0024","සියබස්ලකර",NULL,NULL,NULL,NULL,NULL,"National Library","ඉපැරණි ග්‍රන්ථ","සිංහල භාෂාව"
